Address,Latitude,Longitude,APC,LP,PDP,NNPP,Accredited_Voters,Registered_Voters,,,,,
"OPEN SPACE BESIDE NO. 37 TONY UMEH STREET, AWADA, ONITSHA-NORTH, ANAMBRA",6.128526,6.7983721,0,262,1,0,265,341,,,,,
"OPEN SPACE BESIDE NO. 3 IDEANI STR. OMAGBA PHASE I, ONITSHA-NORTH, ANAMBRA",6.1424519,6.8004325,0,41,0,0,43,61,,,,,
"OPEN SPACE BESIDE NO. 7 UMUNYA STREET OPP. CYRAH HEALTH PHARMACY, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,138,1,0,143,204,,,,,
"OPEN SPACE BESIDE NO. 37 ANAM STREET, OMAGBA PHASE II, ONITSHA-NORTH, ANAMBRA",6.1512156,6.8191138,0,226,1,0,248,325,,,,,
"OPEN SPACE BESIDE NO. 2 AKPUGOEZE STREET, OMAGBA PHASE II, ONITSHA-NORTH, ANAMBRA",6.152307,6.8070927,0,261,1,2,280,359,,,,,
"OPEN SPACE BESIDE NO. 27 AJASA STREET, TRANSFORMER SPOT, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,75,0,0,66,103,,,,,
"OPEN SPACE BESIDE NO. 8 BOSAH STREET/OKOSIEME NEAR BETHANY HOUSE, ONITSHA-NORTH, ANAMBRA",6.1582363,6.776926,0,34,0,0,40,59,,,,,
"OPEN SPACE BESIDE GOLDEN NWABUEZE AVE. TRANSFORMER JUNCTION, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,74,0,0,79,116,,,,,
"ST. MARY'S PRIMARY SCHOOL, AKPAKA, ONITSHA-NORTH, ANAMBRA",6.1730161,6.787368,0,497,3,0,503,666,,,,,
"PRIMARY HEALTH CARE, AKPAKA, ONITSHA-NORTH, ANAMBRA",6.1730161,6.787368,0,98,1,0,101,129,,,,,
"OPEN SPACE BESIDE EMMA EMEJULU CRESCENT, AKPAKA PHASE II, ONITSHA-NORTH, ANAMBRA",6.1856473,6.7913652,0,155,0,0,156,184,,,,,
"NO. 14 MMAKU TOWN HALL, 3-3, ONITSHA-NORTH, ANAMBRA",6.1914464,6.8010764,0,211,0,0,211,308,,,,,
"OPEN SPACE BESIDE LOW COST GATE, FEDERAL HOUSING ESTATE, ONITSHA-NORTH, ANAMBRA",6.1733744,6.7896358,0,82,0,0,85,119,,,,,
"OPEN SPACE BESIDE EJIKE CHRIS UCHE DRIVE, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,34,0,0,34,35,,,,,
"OPEN SPACE BESIDE NTA STATION ONITSHA (TRANS NKISI), ONITSHA-NORTH, ANAMBRA",6.172639,6.809263,0,306,0,1,311,392,,,,,
"OPEN SPACE BESIDE TRANS NKISI GATE, NTA ROAD, ONITSHA-NORTH, ANAMBRA",6.1782719,6.797592,0,105,0,0,105,144,,,,,
"OPEN SPAECE BESIDE NO. 34 OKPATU STREET, ONITSHA-NORTH, ANAMBRA",6.1799512,6.7856469,0,33,0,1,34,46,,,,,
"OPEN SPACE BESIDE NO. 2 DENVER, FED. HOUSING ESTATE OPP. TRANSFORMER, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,161,1,0,165,198,,,,,
"OPEN SPACE BESIDE NO. 82 PRESIDENTIAL DRIVE, FEDERAL HOUSING ESTATE, ONITSHA-NORTH, ANAMBRA",6.1733744,6.7896358,0,322,1,2,326,405,,,,,
"OPEN SPACE BESIDE NO. 20 OMES AVE. 3-3 BESIDE TRANSFORMER, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,26,1,0,28,47,,,,,
"OPEN SPACE BESIDE NO. 52 OKEY OKONS STREET, OPPOSITE TRANSFORMER, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,43,1,0,45,52,,,,,
"OPEN SPACE BESIDE NO. 11 ALLAN EKWEREKWU ODONJISI, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,207,1,2,213,308,,,,,
"OPEN SPACE BESIDE PAUL IBEGBU AVENUE, BESIDE TRANSFORMER, ONITSHA-NORTH, ANAMBRA",6.1564089,6.7804312,0,20,0,0,21,25,,,,,
"OPEN SPACE BESIDE JOECALIS JUNCTION, NTA AREA, ONITSHA-NORTH, ANAMBRA",6.172639,6.809263,0,94,1,0,97,125,,,,,
"OPEN SPACE BESIDE OSILO CRESCENT ODONWANKITA, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,277,1,0,282,441,,,,,
"OPEN SPACE BESIDE DOLLY HILLS 3-3, ONITSHA-NORTH, ANAMBRA",6.1825199,6.8013702,0,115,0,0,126,181,,,,,
"OPEN SPACE BESIDE IDOKO JUNCTION OGBUTULUENYI DRIVE, FHE, ONITSHA-NORTH, ANAMBRA",6.179909,6.7948349,1,349,2,1,356,485,,,,,
"OPEN SPACE BESIDE KOBOBUEGO OGBATULUENYI DRIVE, ONITSHA-NORTH, ANAMBRA",6.179909,6.7948349,0,256,1,1,261,319,,,,,
"OPEN SPACE BESIDE NO. 21 OKUNWA OFODILE STREET SEA VIEW ESTATE, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,98,0,0,99,119,,,,,
"OPEN SPACE BESIDE NO. 11 BRIGHT STREET/BLUE DIAMOND PAZA, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,92,1,0,93,315,,,,,
"OPEN SPACE BESIDE NO. 3 AFFAR STREET, ADJACENT TO AFFAR LANE, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,12,0,0,13,15,,,,,
"OPEN SPACE BESIDE NO. 2 ALLEN STREET/FRANCIS STREET, ONITSHA-NORTH, ANAMBRA",6.1623902,6.8029489,0,81,1,1,85,318,,,,,
"OPEN SPACE BESIDE NO. 21 NOTTIDGE STREET, BESIDE STERLING BANK, ONITSHA-NORTH, ANAMBRA",6.1523766,6.7754906,0,2,0,0,2,11,,,,,
"OPEN SPACE BESIDE NO. 17 VENN ROAD NORTH, ONITSHA-NORTH, ANAMBRA",6.1502784,6.7781506,0,20,0,0,21,45,,,,,
"OPEN SPACE BESIDE NO. 25 OKAGBUE AGBA, OPP. ST. FATIMA CATHOLIC CHURCH, ONITSHA-NORTH, ANAMBRA",6.1375683,6.7890154,1,67,2,0,73,142,,,,,
"OPEN SPACE BESIDE NO. 94 OGUTA ROAD, ONITSHA-NORTH, ANAMBRA",6.1435736,6.7912036,1,37,3,0,42,77,,,,,
"OPEN SPACE IN FRONT OF 99/52 PORT HARCOURT ROAD I, ONITSHA -SOUTH, ANAMBRA",6.1330044,6.7735202,1,15,0,0,16,32,,,,,
"OPEN SPACE IN FRONT OF 99/52 PORT HARCOURT ROAD I, ONITSHA -SOUTH, ANAMBRA",6.1330044,6.7735202,0,10,0,0,16,32,,,,,
"OPEN SPACE IN FRONT OF PLOT 1/22 END OF IDEMILI STR, ONITSHA -SOUTH, ANAMBRA",6.1279767,6.7795,0,29,0,0,29,51,,,,,
"UGBORIMILI PRIMARY SCHOOL, BLOCK A I., ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,56,0,0,62,155,,,,,
"UGBORIMILI PRIMARY SCHOOL, BLOCK A III., ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,33,1,0,34,60,,,,,
"UGBORIMILI PRIMARY SCHOOL, BLOCK A IV., ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,49,0,0,50,76,,,,,
"UGBORIMILI PRIMARY SCHOOL, BLOCK I., ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,1,66,1,1,72,127,,,,,
"UGBORIMILI PRIMARY SCHOOL, BLOCK II., ONITSHA -SOUTH, ANAMBRA",6.1307134,6.7818585,0,73,0,2,78,131,,,,,
"OPEN SPACE BESIDE TRANSFORMER, NO. 9, AKPO / URUNEBO STREET., ONITSHA -SOUTH, ANAMBRA",6.1313145,6.7860955,0,71,0,0,72,114,,,,,
"OPEN SPACE BESIDE MTN MAST,NO.19, URUNEBO STREET, ONITSHA -SOUTH, ANAMBRA",6.1301291,6.7854908,0,31,0,0,32,61,,,,,
"OPEN SPACE IN FRONT OF 2/4, URUNEBO STREET., ONITSHA -SOUTH, ANAMBRA",6.1307026,6.7858021,0,50,0,0,51,103,,,,,
"OPEN SPACE IN FRONT OF 2/4, URUNEBO STREET, ADJACENT ASMATA OFFICE., ONITSHA -SOUTH, ANAMBRA",6.1307026,6.7858021,0,0,0,0,21,38,,,,,
"OPEN SPACE AT OZUBULU /AKOKWA STREET JUNCTION I, ONITSHA -SOUTH, ANAMBRA",6.1336972,6.7838454,0,34,2,0,36,62,,,,,
"OPEN SPACE AT OZUBULU /AKOKWA STREET JUNCTION II, ONITSHA -SOUTH, ANAMBRA",6.1336972,6.7838454,0,48,0,0,49,82,,,,,
"OPEN SPACE BESIDE TRANSFORMER I, IN FRONT OF NO. 18, OZUBULU STREET., ONITSHA -SOUTH, ANAMBRA",6.1338572,6.7814028,0,37,0,1,38,63,,,,,
"OPEN SPACE BESIDE TRANSFORMER II, IN FRONT OF NO. 18, OZUBULU STREET ., ONITSHA -SOUTH, ANAMBRA",6.1338572,6.7814028,0,36,0,0,37,51,,,,,
"TOWNSHIP PRIMARY SCHOOL III , FRONT OF HEAD TEACHER'S OFFICE., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,45,0,0,46,66,,,,,
"TOWNSHIP PRIMARY SCHOOL IV, FRONT OF STAIRCASE., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,40,0,0,43,69,,,,,
"TOWNSHIP PRIMARY SCHOOL V, FRONT OF LIBRARY., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,77,0,0,77,108,,,,,
"OPEN SPACE BESIDE TRANSFORMER, IN FRONT OF 21/8 ,ZIK AVENUE., ONITSHA -SOUTH, ANAMBRA",6.2195875,7.0860533,0,9,1,0,11,32,,,,,
"OPEN SPACE IN FRONT OF NO. 4 ,UDI STR/OFILI JUNCTION., ONITSHA -SOUTH, ANAMBRA",6.1347598,6.7813886,0,50,0,0,51,71,,,,,
"OPEN SPACE IN FRONT OF NO.2,ONUORAIKEME STREET., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,16,0,0,16,26,,,,,
"LAFIA PRIMARY SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,16,0,0,16,24,,,,,
"LAFIAJI PRIMARY SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1357863,6.7777583,0,37,0,0,37,54,,,,,
"LAFIAJI PRIMARY SCHOOL V, ONITSHA -SOUTH, ANAMBRA",6.1357863,6.7777583,1,74,0,1,78,137,,,,,
"ORAIFITE HALL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,22,0,0,24,36,,,,,
"OPEN SPACE IN FRONT OF NO. 1, ILORIN/MISS ELEMS STREET, ONITSHA -SOUTH, ANAMBRA",8.5373356,4.5443923,0,6,0,0,6,13,,,,,
"OPEN SPACE IN FRONT OF 14A, BISHOP SHANNAHAN STREET I, ONITSHA -SOUTH, ANAMBRA",6.1618416,6.7784994,0,19,0,0,19,27,,,,,
"OPEN SPACE IN FRONT OF 14A, BISHOP SHANNAHAN STREET II, ONITSHA -SOUTH, ANAMBRA",6.1618416,6.7784994,0,23,0,0,23,34,,,,,
"OPEN SPACE IN FRONT OF NO. 5, LAGOS STREET., ONITSHA -SOUTH, ANAMBRA",6.1381491,6.777521,1,33,0,0,34,42,,,,,
"OPEN SPACE IN FRONT OF NO. 58/59, ZIKS AVENUE., ONITSHA -SOUTH, ANAMBRA",6.1377824,6.7760716,0,7,0,0,7,14,,,,,
"AGAI PRIMARY SCHOOL, NURSERY SECTION I., ONITSHA -SOUTH, ANAMBRA",6.1346981,6.772167,0,9,0,0,10,17,,,,,
"OSINA HALL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,30,0,0,32,46,,,,,
"OPEN SPACE INFRONT OF NO. 14, UGA STREET I.(ADJACENT AMICHI HALL), ONITSHA -SOUTH, ANAMBRA",6.1350885,6.770807,0,9,0,0,10,18,,,,,
"OPEN SPACE IN FRONT OF NO. 14, UGA STREET II. (ADJACENT AMICHI HALL), ONITSHA -SOUTH, ANAMBRA",6.1329718,6.7740343,0,17,0,0,17,22,,,,,
"URBAN BOYS SECONDARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1344935,6.7758599,0,161,0,27,161,259,,,,,
"URBAN BOYS SECONDARY SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1344935,6.7758599,0,119,0,1,121,157,,,,,
"OPEN SPACE IN FRONT OF NO. 6, PORT HARCOURT ROAD., ONITSHA -SOUTH, ANAMBRA",6.1327146,6.7759804,0,2,0,0,2,3,,,,,
"OPEN SPACE IN FRONT OF NO. 72, PORTHARCOURT ROAD, ONITSHA -SOUTH, ANAMBRA",6.1330091,6.773429,0,9,1,0,10,15,,,,,
"ZIK AVENUE PRIMARY SCHOOL V, FRONT OF HEADMISTRESS OFFICE., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,54,1,0,60,103,,,,,
"OPEN SPACE IN FRONT OF NO. 7, ARONDIZUOGU STREET., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,41,1,0,42,86,,,,,
"OTUMOYE PRIMARY SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,0,54,0,0,56,117,,,,,
"HOLY ROSARY II / NIGER PRIMARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,21,0,0,74,104,,,,,
"HOLY ROSARY II / NIGER PRIMARY SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,46,0,0,47,68,,,,,
"HOLY ROSARY II/ NIGER PRIMARY SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,22,0,0,22,35,,,,,
"OPEN SPACE IN FRONT OF ONITSHA SOUTH LG. HEALTH CENTRE. (BESIDE NUPE PRIMARY SCHOOL.), ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,46,0,0,48,64,,,,,
"FEGGE COMMUNITY PRIMARY SCHOOL IV, ONITSHA -SOUTH, ANAMBRA",6.1361285,6.7701262,0,54,2,0,57,83,,,,,
"FEGGE COMMUNITY PRIMARY SCHOOL V, ONITSHA -SOUTH, ANAMBRA",6.1361285,6.7701262,1,34,1,1,40,51,,,,,
"URBAN GIRLS SECONDARY SCHOOL IV (NBL BUILDING), ONITSHA -SOUTH, ANAMBRA",6.1373111,6.7739929,0,63,1,0,64,101,,,,,
"OPEN SPACE AT CREEK ROAD/ONYEKWELU JUNCTION I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,6,0,0,6,13,,,,,
"OPEN SPACE AT CREEK ROAD/ONYEKWELU JUNCTION I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,10,0,1,6,13,,,,,
"OPEN SPACE IN FRONT OF NO. 42B, CREEK RD, BESIDE MECHANIC WORKSHOP., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,14,0,0,14,33,,,,,
"OPEN SPACE IN FRONT OF NO. 37/50, ZIK AVENUE I., ONITSHA -SOUTH, ANAMBRA",6.2193617,7.0862795,0,9,0,0,10,26,,,,,
"OPEN SPACE IN FRONT OF NO. 37/50, ZIK AVENUE II., ONITSHA -SOUTH, ANAMBRA",6.2193617,7.0862795,0,6,0,0,6,16,,,,,
"OPEN SPACE IN FRONT OF NO. 37/50, ZIK AVENUE III., ONITSHA -SOUTH, ANAMBRA",6.2193617,7.0862795,0,12,0,0,13,20,,,,,
"OPEN SPACE IN FRONT OF NO. 1A, BALEWA STREET I., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,2,0,0,2,4,,,,,
"OPEN SPACE IN FRONT OF NO. 1A, BALEWA STREET II., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,3,0,0,3,7,,,,,
"OPEN SPACE IN FRONT OF NO. 31, AGGREY ROAD/ONYEKWELU STR. I., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,27,2,0,30,54,,,,,
"EPIGNOSIS STANDARD COLLEGE WOLIWO I, ONITSHA -SOUTH, ANAMBRA",6.1341017,6.7866899,0,23,0,0,23,45,,,,,
"EPIGNOSIS STANDARD COLLEGE WOLIWO III, ONITSHA -SOUTH, ANAMBRA",6.1341017,6.7866899,0,18,1,0,19,40,,,,,
"EPIGNOSIS STANDARD COLLEGE WOLIWO IV, ONITSHA -SOUTH, ANAMBRA",6.1341017,6.7866899,0,15,0,0,15,41,,,,,
"EPIGNOSIS STANDARD COLLEGE WOLIWO V, ONITSHA -SOUTH, ANAMBRA",6.1341017,6.7866899,0,31,1,0,32,56,,,,,
"EPIGNOSIS STANDARD COLLEGE COMPUTER CENTER, ONITSHA -SOUTH, ANAMBRA",6.1341017,6.7866899,0,32,2,0,35,75,,,,,
"OPEN SPACE BESIDE WOLIWO HEALTH CENTER II, ONITSHA -SOUTH, ANAMBRA",6.1375135,6.7908964,0,5,0,0,5,8,,,,,
"OPEN SPACE IN FRONT OF NO. 9, SILAS WORKS ROAD III, ONITSHA -SOUTH, ANAMBRA",6.1355015,6.7835641,0,9,0,0,9,15,,,,,
"OPEN SPACE IN FRONT OF NO. 7 SILAS WORKS ROAD, ONITSHA -SOUTH, ANAMBRA",6.1355019,6.7835639,0,12,0,0,12,18,,,,,
"OPEN SPACE IN FRONT OF NO. 70, AKUNNIA NJOTE STREET II, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,5,0,0,5,12,,,,,
"OPEN SPACE INFRONT OF NO. 67, AKUNNIA NJOTE STREET II, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,7,0,0,7,11,,,,,
"OPEN SPACE INFRONT OF NO. 63, AKUNNIA NJOTE STREET I, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,8,0,0,8,11,,,,,
"OPEN SPACE INFRONT OF NO. 63, AKUNNIA NJOTE STREET II, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,4,0,0,5,9,,,,,
"OPEN SPACE IN FRONT OF NO. 11, AKUNNIA NJOTE STREET, ADJACENT WOLIWO MICROFINANCE BANK I, ONITSHA -SOUTH, ANAMBRA",6.1364978,6.7885936,0,24,0,0,28,39,,,,,
"OPEN SPACE AT AKUNNIA NJOTE STREET JUNCTION BY RICE MARKET I, ONITSHA -SOUTH, ANAMBRA",6.135809,6.7871759,0,21,0,0,22,38,,,,,
"OPEN SPACE AT AKUNNIA NJOTE STREET JUNCTION BY RICE MARKET II, ONITSHA -SOUTH, ANAMBRA",6.135809,6.7871759,0,18,0,0,18,26,,,,,
"INFANT JESUS NURSERY/PRIMARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,20,0,0,20,34,,,,,
"INFANT JESUS NURSERY/PRIMARY SCHOOL II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,12,0,1,13,24,,,,,
"INFANT JESUS NURSERY/PRIMARY SCHOOL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,5,0,0,26,48,,,,,
"INFANT JESUS SECONDARY SCHOOL I, ONITSHA -SOUTH, ANAMBRA",6.2387567,6.7025466,0,56,0,0,59,93,,,,,
"PIONEER PRIMARY SCHOOL IV (BLOCK B), ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,1,21,0,0,22,45,,,,,
"PIONEER PRIMARY SCHOOL V (OPPOSITE HEADMISTRESS OFFICE), ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,1,31,0,0,32,53,,,,,
"PIONEER PRIMARY SCHOOL VI (BLOCK C I), ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,0,44,1,0,45,68,,,,,
"PIONEER PRIMARY SCHOOL VII (BLOCK C II), ONITSHA -SOUTH, ANAMBRA",6.1435566,6.7876632,1,64,1,0,67,100,,,,,
"O'CONNOR PRIMARY SCHOOL IV (FRONT OF SKILL ACQUISITION CENTRE), ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,25,0,0,25,43,,,,,
"O'CONNOR PRIMARY SCHOOL V ( FRONT OF L.G. 2013 PROJECT BUILDING), ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,31,0,0,32,53,,,,,
"O'CONNOR PRIMARY SCHOOL VI (FRONT OF UBE/RN/2009 BUILDING), ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,31,1,0,34,61,,,,,
"C.K.C. COLLEGE I (FRONT OF OLD LAWN TENNIS COURT COURT I), ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,104,0,0,107,177,,,,,
"C.K.C. COLLEGE II (FRONT OF OLD LAWN TENNIS COURT COURT II), ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,0,87,0,0,88,124,,,,,
"C.K.C. COLLEGE III (FRONT OF BASKET BALL COURT ), ONITSHA -SOUTH, ANAMBRA",6.1428522,6.7908198,1,76,1,0,79,100,,,,,
"COMMUNITY PRIMARY SCHOOL IV, FRONT OF SDG BUILDING., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,1,0,0,1,3,,,,,
"COMMUNITY PRIMARY SCHOOL V, FRONT OF SDG BUILDING., ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,4,0,0,4,7,,,,,
"COMMUNITY PRIMARY SCHOOL VI, FRONT OF SDG BUILDING, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,9,0,0,8,12,,,,,
"CENTRAL SCHOOL V (BLOCK B I), ONITSHA -SOUTH, ANAMBRA",6.1279743,6.7794296,1,35,0,0,37,88,,,,,
"CENTRAL SCHOOL VI (BLOCK B II), ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,35,0,0,36,77,,,,,
"CENTRAL SCHOOL VII (BLOCK B III), ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,33,0,0,33,54,,,,,
"OPEN SPACE IN FRONT OF SURE-P OFFICE I, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,17,0,0,17,42,,,,,
"OPEN SPACE INFRONT OF SURE-P OFFICE II, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,1,18,0,0,19,31,,,,,
"OPEN SPACE OPPOSITE ACHUKWU HALL III, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,9,0,0,9,17,,,,,
"OPEN SPACE OPPOSITE ACHUKWU HALL IV, ONITSHA -SOUTH, ANAMBRA",6.1385293,6.7852385,0,1,0,0,1,2,,,,,
"OPEN SPACE AT PAM PAM LANE IV, ONITSHA -SOUTH, ANAMBRA",6.1480747,6.7721815,0,18,0,0,19,30,,,,,
"OPEN SPACE BESIDE TRANSFORMER, OTUMOYE STREET V, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,0,53,2,0,55,84,,,,,
"OPEN SPACE OPPOSITE UMEH, OTUMOYE STREET VI, ONITSHA -SOUTH, ANAMBRA",6.1469507,6.7765828,1,35,0,1,39,73,,,,,
"NWEJE PRIMARY SCHOOL IV, IN FRONT OF HEADMISTRESS OFFICE, ONITSHA -SOUTH, ANAMBRA",6.1363826,6.7761686,0,69,0,0,69,121,,,,,
"NEW MARKET ROAD PRIMARY SCHOOL IV (FRONT OF BLOCK A 1), ONITSHA -SOUTH, ANAMBRA",6.1508489,6.7782594,1,183,0,0,190,318,,,,,
"METU MEMORIAL SECONDARY SCHOOL VII, FRONT OF PRINCIPAL'S OFFICE., ONITSHA -SOUTH, ANAMBRA",6.1429848,6.7802288,0,40,0,0,40,61,,,,,
"OZUBULU HALL V, ONITSHA -SOUTH, ANAMBRA",6.133862,6.7813356,1,84,1,0,90,132,,,,,
"OPEN SPACE AT POST OFFICE OPPOSITE ST. MARK'S ANGLICAN CHURCH AJALLI I, ORUMBA NORTH, ANAMBRA",6.050727,7.2061388,0,51,0,0,53,113,,,,,
"UMUDIKE HALL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,39,0,0,41,124,,,,,
"OPEN SPACE AT ISIAKPU VILLAGE SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,18,2,0,20,129,,,,,
"PRIMARY SCHOOL NKWOAGU NANKA, ORUMBA NORTH, ANAMBRA",6.0651777,7.056805,0,22,1,0,23,54,,,,,
"OPEN SPACE AT IFITE NANKA I BEHIND ST. ANTHONY CATHOLIC CHURCH NANKA, ORUMBA NORTH, ANAMBRA",6.0443832,7.0671154,0,35,0,0,35,127,,,,,
"SECURITY HALL NANKA I, ORUMBA NORTH, ANAMBRA",6.0613597,7.0848063,0,7,0,0,7,17,,,,,
"OPEN SPACE AT ENUGWU NANKA HEALTH CENTER, ORUMBA NORTH, ANAMBRA",6.0673236,7.0916507,2,6,13,0,37,75,,,,,
"OPEN SPACE AT ABOUHUALA VILLAGE SQUARE, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,25,0,1,29,52,,,,,
"UMUEZEMPU HALL OKEANI, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,22,0,0,22,75,,,,,
"MGBALA COMMUNITY HALL IFITE VILLAGE, ORUMBA NORTH, ANAMBRA",5.9416518,7.2511262,1,20,0,0,21,48,,,,,
"OPEN SPACE AT IFITE OKO HEALTH CENTER OKO, ORUMBA NORTH, ANAMBRA",6.0469169,7.110568,0,4,0,0,4,17,,,,,
"PERM SITE FEDERAL POLY OKO I, ORUMBA NORTH, ANAMBRA",6.0512645,7.1079005,0,19,0,0,20,79,,,,,
"PERMANENT SITE FED. POLY OKO II, ORUMBA NORTH, ANAMBRA",6.0512645,7.1079005,0,9,0,0,9,40,,,,,
"MAIN GATE FED POLY OKO, ORUMBA NORTH, ANAMBRA",6.0512645,7.1079005,0,172,0,1,181,512,,,,,
"SECOND GATE FEDERAL POLY OKO, ORUMBA NORTH, ANAMBRA",6.0512645,7.1079005,0,49,0,0,49,157,,,,,
"IHENGWU HALL I, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,32,0,0,33,87,,,,,
"IHENGWU HALL II, ORUMBA NORTH, ANAMBRA",6.0543288,7.2194466,0,25,0,0,25,55,,,,,
"AMAIJIKALA HALL OKO, ORUMBA NORTH, ANAMBRA",6.0363325,7.0888415,0,31,0,0,35,105,,,,,
"COMMUNITY SECONDARY SCHOOL OKO I, ORUMBA NORTH, ANAMBRA",6.0357238,7.0895906,0,31,1,0,35,103,,,,,
"OPEN SPACE AT UFUMA JUNCTION OPOSITE SAACHE OIL FILLING STATION UMUAGU, ORUMBA NORTH, ANAMBRA",6.0908726,7.2330112,1,52,1,0,54,185,,,,,
"MBARA ONYEKAMMA SQUARE, ORUMBA SOUTH, ANAMBRA",5.999404,7.2005806,0,77,7,0,89,249,,,,,
"NATIONAL OPEN UNIVERSITY CENTER, ORUMBA SOUTH, ANAMBRA",5.999404,7.2005806,0,96,4,0,108,265,,,,,
"OGUME NEW LAYOUT HALL, ORUMBA SOUTH, ANAMBRA",5.999404,7.2005806,0,36,0,0,42,177,,,,,
"EUROPEAN QUARTERS, ORUMBA SOUTH, ANAMBRA",5.999404,7.2005806,0,54,1,0,57,191,,,,,
"NDIKPA UMUCHEKE HALL, ORUMBA SOUTH, ANAMBRA",5.999404,7.2005806,0,92,0,0,93,161,,,,,
"UMURIAMUTA HALL MBARA OJI, ORUMBA SOUTH, ANAMBRA",5.999404,7.2005806,0,29,0,0,29,97,,,,,
